,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
0,37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,63,33,0.312501,0.0916040534351145,26.12987012987013,0.2286282306163022,10.543399344194574,26.12987012987013,460,1048,1.7962226640159045,1,5.1600397614314115
1,38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,60,37,0.23711440206185566,0.14078474455732948,20.525,0.15164433617539586,8.270657734470158,20.525,249,689,1.5286236297198539,6,4.302679658952497
2,39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,66,36,0.2941186470588235,0.11075018566775244,22.55294117647059,0.21439749608763695,9.106935469023291,22.55294117647059,411,921,1.7537819509650496,3,4.912363067292644
3,40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,68,28,0.41666766666666666,0.12167400380228137,19.28421052631579,0.14465065502183405,7.77154447253505,19.28421052631579,265,789,1.546943231441048,17,4.4284934497816595
4,41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,57,26,0.3734949759036144,0.0935748444193912,25.050632911392405,0.17028802425467407,10.088368374258833,25.050632911392405,337,887,1.607377463365336,16,4.612935826174835
5,42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,46,22,0.35294217647058823,0.10365953658536585,23.296875,0.16096579476861167,9.383136317907445,23.296875,240,656,1.579476861167002,21,4.498993963782696
6,43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,22,11,0.3333343333333333,0.088001,18.68888888888889,0.19143876337693222,7.55213106090633,18.68888888888889,161,375,1.61474435196195,7,4.564803804994055
7,44,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,0,0,,1e-06,1.0,0.0,0.4,1.0,0,1,1.0,0,3.0
8,45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,36,13,0.4693887551020408,0.12760516666666666,22.805555555555557,0.12911084043848964,9.173866558397618,22.805555555555557,106,384,1.4859926918392206,2,4.381242387332521
9,46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,63,35,0.28571528571428567,0.09387073180076629,29.82716049382716,0.17259933774834438,11.999903932630204,29.82716049382716,417,1044,1.615066225165563,11,4.508278145695364
10,47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,48,61,-0.11926505504587157,0.09767125089605735,23.048076923076923,0.15602836879432624,9.2816421167485,23.048076923076923,374,1116,1.590738423028786,0,4.408427200667501
11,48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,32,22,0.18518618518518518,0.08517450157728707,22.551724137931036,0.22018348623853212,9.108763049667827,22.551724137931036,288,634,1.7622324159021407,10,5.109327217125382
12,49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,34,29,0.07936607936507936,0.09251201321585903,17.414634146341463,0.16316526610644258,7.031119764979163,17.414634146341463,233,681,1.5812324929971988,6,4.46078431372549
13,50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,60,24,0.4285724285714285,0.11538561538461539,29.253968253968253,0.16115029842647857,11.766047420957893,29.253968253968253,297,728,1.5968529571351058,22,4.580032555615844
14,51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,70,22,0.5217401304347826,0.10478459908883828,22.53012048192771,0.1711229946524064,9.080497390632047,22.53012048192771,320,878,1.6240641711229946,11,4.603208556149733
15,52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,25,0,1.000001,0.09434062264150944,25.636363636363637,0.20390070921985815,10.3361057382334,25.636363636363637,115,265,1.7340425531914894,0,4.975177304964539
16,53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,75,39,0.3157904736842105,0.1482454733420026,210.55555555555554,0.14511873350923482,84.28026971562592,210.55555555555554,275,769,1.5440633245382587,15,4.5973614775725595
17,54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,26,0,1.000001,0.050881626223091975,19.285714285714285,0.19907407407407407,7.7939153439153435,19.285714285714285,215,511,1.6444444444444444,0,4.708333333333333
18,55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,14,5,0.47368521052631574,0.050398877984084885,20.073170731707318,0.2332928311057108,8.122585425125212,20.073170731707318,192,377,1.7703523693803158,1,4.93681652490887
19,56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,3,4,-0.14285614285714285,0.043751,29.416666666666668,0.21529745042492918,11.85278564683664,29.416666666666668,76,160,1.7705382436260624,2,4.932011331444759
20,57,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,0,0,,1e-06,1.0,0.0,0.4,1.0,0,1,1.0,0,3.0
21,58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,24,68,-0.47825986956521743,0.12903325806451613,27.303571428571427,0.16939175931981687,10.9891852751565,27.303571428571427,259,713,1.6265533028122956,2,4.701765860039242
22,59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,16,14,0.06666766666666667,0.08620789655172414,27.655172413793103,0.1745635910224439,11.13189440192622,27.655172413793103,140,348,1.6321695760598505,3,4.5785536159601
23,60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,56,37,0.20430207526881722,0.10426108968609865,19.63063063063063,0.15465810004589262,7.91411549227061,19.63063063063063,337,892,1.5562184488297384,10,4.426801284993116
24,61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,42,3,0.8666676666666667,0.1274797535410765,17.386363636363637,0.17516339869281045,7.024610814022579,17.386363636363637,134,353,1.649673202614379,4,4.626143790849674
25,62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,5,0,1.000001,0.025001000000000002,24.705882352941178,0.14285714285714285,9.939495798319328,24.705882352941178,60,200,1.5285714285714285,0,4.580952380952381
26,63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,30,9,0.5384625384615385,0.06260132102728733,26.20408163265306,0.1394080996884735,10.537395892936615,26.20408163265306,179,623,1.5311526479750779,4,4.423676012461059
27,64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,24,8,0.500001,0.09329546064139942,29.0,0.22413793103448276,11.689655172413794,29.0,156,343,1.7658045977011494,1,4.962643678160919
28,65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,14,8,0.2727282727272727,0.11956621739130435,15.714285714285714,0.14545454545454545,6.343896103896103,15.714285714285714,64,184,1.5886363636363636,0,4.6477272727272725
29,66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,4,0,1.000001,0.04347926086956522,16.545454545454547,0.21978021978021978,6.706093906093907,16.545454545454547,40,92,1.7912087912087913,1,4.928571428571429
30,67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,19,36,-0.3090899090909091,0.13285124154589373,16.964285714285715,0.12736842105263158,6.836661654135338,16.964285714285715,121,414,1.4663157894736842,19,4.1557894736842105
31,68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,6,2,0.500001,0.09091009090909091,20.3,0.12315270935960591,8.169261083743843,20.3,25,88,1.5024630541871922,1,4.330049261083744
32,69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,49,19,0.44117747058823525,0.10461638461538461,21.983333333333334,0.22517058377558757,8.883401566843569,21.983333333333334,297,650,1.7907505686125853,0,5.089461713419257
33,70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,9,18,-0.33333233333333334,0.1018877924528302,29.65,0.15682967959527824,11.922731871838112,29.65,93,265,1.5750421585160201,8,4.63575042158516
34,71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,22,37,-0.25423628813559324,0.11614273228346457,22.568627450980394,0.14596003475238922,9.085834994293114,22.568627450980394,168,508,1.5708079930495222,7,4.535186794092094
35,72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,28,49,-0.27272627272727273,0.08508387292817679,26.716216216216218,0.20890237733940314,10.77004743742225,26.716216216216218,413,905,1.6833586241780476,15,4.790591805766312
36,73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,43,22,0.32307792307692307,0.08145463408521303,27.681159420289855,0.13298429319371727,11.12565748539343,27.681159420289855,254,798,1.505759162303665,18,4.4319371727748695
37,74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,32,23,0.16363736363636364,0.07649613212795549,20.365853658536587,0.1437125748502994,8.203826493354754,20.365853658536587,240,719,1.5179640718562875,18,4.344311377245509
38,75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,26,7,0.5757585757575758,0.08483390488431877,16.06451612903226,0.1355421686746988,6.480023319082784,16.06451612903226,135,389,1.5060240963855422,1,4.164658634538153
39,76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,39,8,0.6595754680851064,0.07743098352553542,24.861538461538462,0.12128712871287128,9.993130236100534,24.861538461538462,196,607,1.4356435643564356,4,4.097153465346534
40,77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,31,6,0.6756766756756757,0.18781825888324874,32.9375,0.15749525616698293,13.237998102466793,32.9375,83,197,1.49146110056926,8,4.2637571157495255
41,78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,37,16,0.3962274150943396,0.06408806166868199,25.728571428571428,0.1804553026096613,10.363610692472436,25.728571428571428,325,827,1.6468628539700167,8,4.663520266518601
42,79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,22,70,-0.5217381304347826,0.1862358178137652,15.077922077922079,0.12747631352282515,6.082159356577962,15.077922077922079,148,494,1.4763135228251507,13,4.19724375538329
43,80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,57,22,0.44303897468354425,0.1462972962962963,16.727272727272727,0.1110248447204969,6.7353190287972895,16.727272727272727,143,540,1.4177018633540373,5,4.083074534161491
44,81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,25,44,-0.27536131884057974,0.11293062356792144,28.543478260869566,0.13937547600913938,11.473141494751482,28.543478260869566,183,611,1.5285605483625286,0,4.589489718202589
45,82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,30,24,0.1111121111111111,0.07068162827225132,20.21951219512195,0.18094089264173704,8.160181235105474,20.21951219512195,300,764,1.6676718938480097,8,4.638118214716526
46,83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,22,78,-0.559999,0.19157188122605365,15.39240506329114,0.13075657894736842,6.209264656895403,15.39240506329114,159,522,1.4893092105263157,15,4.245065789473684
47,84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,38,32,0.08571528571428572,0.09901090099009902,32.074074074074076,0.14722863741339492,12.888521084594988,32.074074074074076,255,707,1.543879907621247,5,4.464780600461894
48,85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,23,13,0.27777877777777776,0.09523909523809523,36.65217391304348,0.15895610913404506,14.72445200887101,36.65217391304348,134,378,1.6405693950177935,1,4.794780545670226
49,86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,37,24,0.21311575409836064,0.10049523393739704,35.83783783783784,0.18778280542986425,14.410248257307082,35.83783783783784,249,607,1.7066365007541477,1,4.939668174962293
50,87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,32,48,-0.199999,0.0955804504181601,26.34246575342466,0.17108684347373895,10.60542103875936,26.34246575342466,329,837,1.594903796151846,5,4.633385335413417
51,88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,36,11,0.5319158936170213,0.022750273959341726,20.38974358974359,0.14612676056338028,8.214348140122787,20.38974358974359,581,2066,1.528672032193159,0,4.361670020120724
52,89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,36,47,-0.13252912048192772,0.09518448623853211,23.44578313253012,0.16803699897225077,9.445528052600949,23.44578313253012,327,872,1.604830421377184,10,4.629496402877698
53,90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,28,67,-0.4105253157894737,0.11229414420803782,28.183333333333334,0.21998817267888823,11.361328602404889,28.183333333333334,372,846,1.7705499704316972,0,5.014192785334122
54,91,https://insights.blackcoffer.com/human-rights-outlook/,4,3,0.14285814285714285,0.09210626315789473,20.88888888888889,0.15425531914893617,8.417257683215132,20.88888888888889,29,76,1.5265957446808511,2,4.303191489361702
55,92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,30,4,0.7647068823529412,0.06896651724137931,26.204545454545453,0.12315698178664354,10.53108097453284,26.204545454545453,142,493,1.4631396357328708,2,4.245446660884649
56,93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,37,30,0.1044786119402985,0.08312755086848635,16.933333333333334,0.16141732283464566,6.837900262467191,16.933333333333334,328,806,1.5418307086614174,6,4.518208661417323
57,94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,52,16,0.5294127647058824,0.07513912154696133,21.5531914893617,0.16090819348469892,8.68563987313856,21.5531914893617,326,905,1.575518262586377,5,4.522704837117473
58,95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,33,33,1e-06,0.1233654859813084,25.425531914893618,0.1506276150627615,10.230463811982553,25.425531914893618,180,535,1.5824267782426777,3,4.5849372384937235
59,96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,16,44,-0.4666656666666667,0.06458657588805167,32.12903225806452,0.2003012048192771,12.93173338515352,32.12903225806452,399,929,1.7198795180722892,1,4.852409638554217
60,97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,17,41,-0.4137921034482759,0.12008381573498965,21.03846153846154,0.1563071297989031,8.477907467304178,21.03846153846154,171,483,1.6023765996343693,4,4.562157221206581
61,98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,34,47,-0.16049282716049382,0.13659459190556492,18.243243243243242,0.14666666666666667,7.355963963963965,18.243243243243242,198,593,1.5281481481481483,37,4.417777777777777
62,99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,21,28,-0.14285614285714285,0.10041083606557377,30.842105263157894,0.17918088737201365,12.408514460211963,30.842105263157894,210,488,1.6424914675767919,12,4.724402730375426
63,100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,22,44,-0.33333233333333334,0.08343968520859671,24.8135593220339,0.18169398907103826,9.998101324441976,24.8135593220339,266,791,1.6789617486338797,3,4.698087431693989
64,101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,4,3,0.14285814285714285,0.08235394117647059,19.272727272727273,0.12735849056603774,7.760034305317325,19.272727272727273,27,85,1.4481132075471699,2,4.127358490566038
65,102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,26,43,-0.2463758115942029,0.12255872646536412,20.65,0.14689265536723164,8.318757062146892,20.65,182,563,1.5415657788539145,13,4.378531073446328
66,103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,7,24,-0.5483860967741935,0.08882621489971347,20.742857142857144,0.1584022038567493,8.360503738685557,20.742857142857144,115,349,1.5881542699724518,4,4.479338842975206
67,104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,26,54,-0.349999,0.1386491802426343,24.3,0.20987654320987653,9.803950617283952,24.3,255,577,1.7152263374485597,2,4.940740740740741
68,105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,24,35,-0.1864396779661017,0.1279836464208243,31.736842105263158,0.1252072968490879,12.744819760844898,31.736842105263158,151,461,1.4676616915422886,6,4.312603648424544
69,106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,4,3,0.14285814285714285,0.03211109174311927,35.916666666666664,0.21809744779582366,14.453905645784994,35.916666666666664,94,218,1.7587006960556844,0,5.1183294663573085
70,107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,17,3,0.700001,0.06579047368421052,22.193548387096776,0.11046511627906977,8.92160540135034,22.193548387096776,76,304,1.4811046511627908,4,4.3125
71,108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,31,58,-0.303369786516854,0.1654285092936803,37.09375,0.18871103622577928,14.91298441449031,37.09375,224,538,1.6638584667228307,3,4.7910699241786014
72,109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,27,24,0.058824529411764706,0.1722982972972973,25.741935483870968,0.08145363408521303,10.329355647182474,25.741935483870968,65,296,1.3609022556390977,42,3.8959899749373434
73,110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,6,38,-0.7272717272727273,0.07586306896551724,25.21276595744681,0.17637130801687764,10.155654906185475,25.21276595744681,209,580,1.630379746835443,0,4.712236286919831
74,111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,14,33,-0.40425431914893617,0.09288637549407115,22.192307692307693,0.1854419410745234,8.951099853352886,22.192307692307693,214,506,1.6455805892547661,0,4.818890814558059
75,112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,21,52,-0.42465653424657535,0.13493630499075784,21.867924528301888,0.17860224331320104,8.818610708646036,21.867924528301888,207,541,1.64106988783434,2,4.7989646246764455
76,113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,22,36,-0.2413783103448276,0.08855061832061069,26.163636363636364,0.1695621959694232,10.533279423842316,26.163636363636364,244,655,1.624739402362752,8,4.531619179986102
77,114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,44,48,-0.043477260869565215,0.12137303166226913,24.7,0.14112203585887798,9.936448814343551,24.7,244,758,1.534412955465587,3,4.484094852515905
78,115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,25,45,-0.2857132857142857,0.07092298581560284,27.958333333333332,0.18281172379533037,11.256458022851465,27.958333333333332,368,987,1.6567312468951814,3,4.667163437655241
79,116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,23,25,-0.04166566666666666,0.13370573537604458,83.0909090909091,0.08315098468271334,33.26962403023673,83.0909090909091,76,359,1.3665207877461707,42,4.152078774617068
80,117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,37,77,-0.35087619298245615,0.11752677319587629,30.65714285714286,0.17847157502329916,12.334245772866463,30.65714285714286,383,970,1.6449207828518173,11,4.787977632805219
81,118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,32,54,-0.25581295348837213,0.147767323024055,17.7625,0.09289232934553132,7.142156931738213,17.7625,132,582,1.418015482054891,7,4.147079521463758
82,119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,8,14,-0.27272627272727273,0.11764805882352941,23.875,0.21727748691099477,9.6369109947644,23.875,83,187,1.7827225130890052,1,4.93717277486911
83,120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,45,91,-0.3382342941176471,0.11286407053941909,27.136363636363637,0.18676716917922948,10.929252322217147,27.136363636363637,446,1205,1.6532663316582914,1,4.793132328308208
84,121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,36,64,-0.27999900000000005,0.1557642398753894,26.984375,0.10596409959467284,10.83613563983787,26.984375,183,642,1.4105385060799074,36,4.225825130283729
85,122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,32,64,-0.33333233333333334,0.1111121111111111,22.930232558139537,0.14807302231237324,9.231322232180764,22.930232558139537,292,864,1.5760649087221095,12,4.463488843813387
86,123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,39,83,-0.36065473770491807,0.1367723004484305,26.866666666666667,0.15186104218362284,10.807411083540117,26.866666666666667,306,892,1.5811414392059553,11,4.595037220843673
87,124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,47,74,-0.2231394958677686,0.11804978048780487,32.93939393939394,0.19319227230910763,13.253034484681217,32.93939393939394,420,1025,1.671573137074517,8,4.84130634774609
88,125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,52,18,0.4857152857142857,0.07874115748031496,32.296875,0.1910982099661345,12.995189283986456,32.296875,395,889,1.668118045476536,2,4.700532172230285
89,126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,15,24,-0.23076823076923078,0.09443199273607748,28.78787878787879,0.15368421052631578,11.576625199362041,28.78787878787879,146,413,1.5947368421052632,3,4.583157894736842
90,127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,42,94,-0.3823519411764706,0.1712856347607053,27.661538461538463,0.18687430478309233,11.139365106528622,27.661538461538463,336,794,1.6701890989988877,6,4.773637374860956
91,128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,30,45,-0.199999,0.16519923788546256,24.955555555555556,0.15138023152270705,10.042774314831306,24.955555555555556,170,454,1.5467497773820125,5,4.427426536064114
92,129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,5,29,-0.7058813529411765,0.08695752173913043,25.5,0.1843137254901961,10.273725490196078,25.5,141,391,1.6823529411764706,1,4.82875816993464
93,130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,21,62,-0.49397490361445784,0.08783168783068783,37.74,0.17647058823529413,15.166588235294121,37.74,333,945,1.6793852676205618,2,4.7270800211976685
94,131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,87,32,0.46218587394957983,0.12552842616033755,28.014285714285716,0.18103008669046405,11.278126320390472,28.014285714285716,355,948,1.6445690973992861,0,4.773074961754207
95,132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,25,21,0.08695752173913043,0.06686146511627906,26.779661016949152,0.16075949367088607,10.776168204248016,26.779661016949152,254,688,1.6227848101265823,6,4.639240506329114
96,133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,49,33,0.1951229512195122,0.14513374336283186,27.48780487804878,0.25820763087843834,11.098405003570889,27.48780487804878,291,565,1.862466725820763,0,5.261756876663709
97,134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,10,14,-0.16666566666666666,0.11650585436893204,29.857142857142858,0.21052631578947367,12.027067669172933,29.857142857142858,88,206,1.784688995215311,4,5.043062200956938
98,135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,7,7,1e-06,0.09929178014184398,25.785714285714285,0.08033240997229917,10.346418678274635,25.785714285714285,29,141,1.4016620498614958,7,4.06371191135734
99,136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,0,14,-0.999999,0.08860859493670886,22.0,0.1409090909090909,8.856363636363637,22.0,62,158,1.5727272727272728,5,4.340909090909091
100,137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,4,6,-0.199999,0.09259359259259259,37.42857142857143,0.14885496183206107,15.030970556161396,37.42857142857143,39,108,1.515267175572519,3,4.309160305343512
101,138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,5,9,-0.2857132857142857,0.12844136697247707,20.357142857142858,0.19298245614035087,8.220050125313284,20.357142857142858,55,109,1.6,7,4.491228070175438
102,139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,38,22,0.26666766666666664,0.1744196046511628,20.529411764705884,0.2349570200573066,8.305747513905278,20.529411764705884,164,344,1.7822349570200573,2,4.991404011461318
103,140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,15,54,-0.5652163913043478,0.13372193023255813,27.975609756097562,0.15431560592850915,11.251970144810429,27.975609756097562,177,516,1.5928509154315607,0,4.626852659110724
104,141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,8,49,-0.7192972456140351,0.12391404347826088,33.303030303030305,0.13739763421292084,13.376171174897292,33.303030303030305,151,460,1.5368516833484986,4,4.449499545040946
105,142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,37,71,-0.31481381481481485,0.11777635441657579,26.866666666666667,0.18312655086848637,10.819917287014063,26.866666666666667,369,917,1.6674937965260546,0,4.714143920595533
106,143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,5,24,-0.6551714137931034,0.09446354071661238,19.285714285714285,0.16592592592592592,7.780656084656084,19.285714285714285,112,307,1.665185185185185,1,4.72
107,144,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,0,0,,1e-06,1.0,0.0,0.4,1.0,0,1,1.0,0,3.0
108,145,https://insights.blackcoffer.com/blockchain-in-fintech/,15,16,-0.03225706451612903,0.06982081981981982,27.72972972972973,0.15984405458089668,11.155829513724251,27.72972972972973,164,444,1.6237816764132553,2,4.826510721247564
109,146,https://insights.blackcoffer.com/blockchain-for-payments/,23,26,-0.061223489795918365,0.10425631914893617,20.6734693877551,0.1934846989141165,8.346781634667687,20.6734693877551,196,470,1.6929911154985193,9,4.950641658440277
110,147,https://insights.blackcoffer.com/the-future-of-investing/,38,11,0.5510214081632653,0.06140450877192982,28.451612903225808,0.16780045351473924,11.44776534269622,28.451612903225808,296,798,1.6179138321995465,2,4.667233560090703
111,148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,28,45,-0.2328757123287671,0.11424200156494523,19.636363636363637,0.19212962962962962,7.931397306397307,19.636363636363637,249,639,1.6628086419753085,2,4.658179012345679
112,149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,35,4,0.7948727948717949,0.097501,27.275862068965516,0.25663716814159293,11.012999694842845,27.275862068965516,203,400,1.829329962073325,0,5.260429835651075
113,150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,35,38,-0.0410948904109589,0.13443930570902393,17.424242424242426,0.18347826086956523,7.0430882740447975,17.424242424242426,211,543,1.6669565217391304,8,4.67304347826087
